ARI,FRG,J
0.3105582980858025,0.7844805512902417,4.851762120755037
0.291588859469252,0.7819193040184018,5.169241080127761
0.316314549238406,0.7923111149272161,5.03651791443193
0.3077507832176424,0.7781134967670892,5.064809897384347
0.3105582980858025,0.7844807777291266,4.851760519720751
0.3105582980858025,0.7844804041153217,4.851762409708251
0.291588859469252,0.7819190245012679,5.1692390242281405
0.3105582980858025,0.7844811903196924,4.851758452964847
0.316314549238406,0.7923108330919353,5.036524160397351
0.3105582980858025,0.7844809956512168,4.851759418892027
0.306769578313253,0.7725964904634443,5.224602607442551
0.3105582980858025,0.7844803125285039,4.85176296764144
0.316314549238406,0.7923111702709615,5.036516688229262
0.3137225336344,0.7755424350692173,5.375347422625967
0.3105582980858025,0.7844800768820684,4.851764014670988
0.306769578313253,0.7725977244915821,5.224609740404718
0.3105582980858025,0.7844809993368332,4.851759401371789
0.3105582980858025,0.7844809887975966,4.8517594535753625
0.291588859469252,0.7817832747286176,5.16877057421481
0.3105582980858025,0.7844803901035223,4.851762479722934
0.3105582980858025,0.7844802770609396,4.8517630399751885
0.291588859469252,0.7819186722673194,5.169236398982628
0.3105582980858025,0.7844801337115204,4.851763738901859
0.316314549238406,0.7923110134415785,5.036520163275288
0.315638450502152,0.7746017551230188,5.466021351298224
0.316314549238406,0.7923110526695356,5.03651929394352
0.316314549238406,0.792307747494227,5.036592728732407
0.315638450502152,0.7746009873186761,5.466024962568538
0.3105582980858025,0.7844795771862114,4.851764019212188
0.291588859469252,0.7819081349631398,5.16919442380882
0.3105582980858025,0.7844803964054482,4.851762447336043
0.316314549238406,0.7923106024366537,5.036529274147513
0.316314549238406,0.7923110816282432,5.03651865221046
0.2812983370066119,0.7807057021249145,5.44436425280754
0.316314549238406,0.7923110071667451,5.03652030224357
0.306769578313253,0.7725954381571567,5.224600367849412
0.3105582980858025,0.7844809797123616,4.851759499387324
0.291588859469252,0.7819187970956507,5.16923758237525
0.3257692246722571,0.7907349236965099,5.015529056339462
0.3105582980858025,0.784481360837064,4.851757881264004
0.3105582980858025,0.7844813335479142,4.851757952843274
0.306769578313253,0.7725962739685555,5.224602272571499
0.3105582980858025,0.7844810135694681,4.851759329065409
0.316314549238406,0.7923095491667155,5.036552649332297
0.3105582980858025,0.7844802500530585,4.851763172929842
0.291588859469252,0.7819188242473418,5.169239587300398
0.3105582980858025,0.7844809828891336,4.851759483383729
0.3105582980858025,0.7844807396926142,4.851760721384321
0.3105582980858025,0.7844813231455495,4.851757976556124
0.3105582980858025,0.784481036669117,4.85175921345963
0.2806409250332313,0.7768944349160862,5.305585678740355
0.306769578313253,0.7725970399777831,5.224605084911396
0.257676423056204,0.768931104886583,5.522191073785766
0.3105582980858025,0.7844808908269157,4.851759551803359
0.291588859469252,0.7819101394273067,5.169198417297759
0.3105582980858025,0.7844811866650335,4.851758942731011
0.3257692246722571,0.7906033561095168,5.016269502900524
0.3257692246722571,0.7907337724736025,5.015533438327516
0.315638450502152,0.774601493814078,5.46602203563528
0.306769578313253,0.7725942963388103,5.224594561162653
0.316314549238406,0.792311208888013,5.036515832601939
0.316314549238406,0.7923024164807508,5.036712077107205
0.306769578313253,0.7725957223580181,5.224601893146726
0.3105582980858025,0.7844801738840507,4.851763560929382
0.291588859469252,0.7819187125774372,5.1692375203385
0.291588859469252,0.7819185274928239,5.169235987091239
0.3283607404774981,0.7915076404922899,4.341560046383066
0.3283607404774981,0.7915074127449626,4.341566457487467
0.3257692246722571,0.790410247683681,5.018071655059674
0.3105582980858025,0.784481118370823,4.851758806656968
0.316314549238406,0.7923111599460786,5.036516916919025
0.316314549238406,0.7923110143196346,5.036520143740014
0.291588859469252,0.781916747140149,5.169231644215203
0.291588859469252,0.7819189930294295,5.169238821277809
0.3170893375070402,0.772447404280443,5.463576498705439
0.288600005285991,0.7685934727916377,5.412159311859251
0.3299667190533419,0.7763896791241917,4.658229183544258
0.315638450502152,0.7746004424091241,5.466028137378419
0.3105582980858025,0.7844812629513361,4.851758310238727
0.291588859469252,0.7818645156653274,5.169004431217674
0.316314549238406,0.7923109471718334,5.036521631849508
0.3105582980858025,0.7844801252947318,4.851763780530217
0.315638450502152,0.7746007400312825,5.46602697707618
0.316314549238406,0.7923101240147981,5.036539886861841
0.306769578313253,0.7725912521378037,5.22458738007932
0.2871152253795756,0.7632233977147451,5.201573523063683
0.316314549238406,0.7923109408970482,5.036521770915494
0.3105582980858025,0.784480463827457,4.851762223517225
0.315638450502152,0.7746007127839039,5.466026491456353
0.316314549238406,0.792158362513153,5.040491963040093
0.3105582980858025,0.7844802110756959,4.851763364593286
0.3105582980858025,0.7844810480268384,4.851759158315976
0.3105582980858025,0.784481232981629,4.851758244784084
0.306769578313253,0.772597135288749,5.224605978207035
0.3105582980858025,0.7844811082491152,4.85175885665076
0.306769578313253,0.7725960106782007,5.224601777010769
0.3299667190533419,0.7763841777341616,4.658240133654493
0.315638450502152,0.7745886982088214,5.466090844568046
0.3105582980858025,0.7844801806350826,4.851763512003683
0.315638450502152,0.7746013916076362,5.466022605613514
