ARI,FRG,J
0.6386823458174576,0.8950471235161559,12277.706687240636
0.6670769393509458,0.9074468640389454,12798.929614826124
0.6386823458174576,0.8950389552923246,12277.707298406487
0.5992747967718669,0.8923456258777742,12839.43030128165
0.6408261854921184,0.8997912414611094,12220.262045001176
0.6663203345755849,0.9073501009342744,12744.11924799028
0.672034121861742,0.9087155521778196,12626.830276144892
0.6386823458174576,0.8950469999494026,12277.706689591849
0.6420417572239746,0.8996746094467916,12189.227440970457
0.697949823916574,0.9146754265713278,12656.481441995607
0.6670769393509458,0.9074447716178962,12798.929616136164
0.607664406487101,0.8894210093108751,12554.405805195003
0.6408261854921184,0.8997911421428848,12220.262044854797
0.6763212911142382,0.9100823511019472,12868.174819973234
0.6633194325783119,0.90644902776885,12672.134895274216
0.6720816784350867,0.9103028161421016,12901.533445211458
0.6354376218621777,0.895006418337373,12277.72176787695
0.6475168465996551,0.9013294478033468,12443.520404997733
0.6624761925940599,0.908725778881572,12630.922105115582
0.5992747967718669,0.892345247938816,12839.4303051621
0.6627455171774064,0.9064870343723904,12744.440602755496
0.6408261854921184,0.8998235590801127,12220.263017257905
0.6568965150689433,0.9062385533252816,12632.993800601296
0.6375435239291872,0.8982543941931705,14325.12303903666
0.6496938190561021,0.9054679513373974,12633.3988820496
0.6602399042292731,0.9078190485592552,12815.726606659357
0.6408261854921184,0.8997883213425902,12220.26204592446
0.5891617280933821,0.8894924008956023,12642.830820335104
0.6430537178931593,0.9006248050454505,12508.289803488027
0.672034121861742,0.9087159833767802,12626.8302746497
0.6767800668652679,0.9101653683937416,12868.142554838145
0.6430537178931593,0.9006231663590593,12508.289806731678
0.6815266016608571,0.9108090898687324,12868.220669407545
0.6430537178931593,0.9006236147376389,12508.289803677008
0.6408261854921184,0.8997829570415441,12220.262049889074
0.672034121861742,0.9087157581638974,12626.83027538901
0.6453621264940874,0.9030296312747024,12673.660030942172
0.5992747967718669,0.8923455171973983,12839.430303318146
0.6408261854921184,0.899784786740949,12220.262048308396
0.5567312027731297,0.8749096016684551,12244.051144611423
0.6408261854921184,0.8997915666357514,12220.262046647153
0.5992747967718669,0.8923449398148944,12839.4303230059
0.5925332265177156,0.8910952023510527,13164.928274023938
0.6767800668652679,0.9101654622010836,12868.142553363974
0.6720816784350867,0.9103028131546246,12901.533445299949
0.6408261854921184,0.8997913864694539,12220.262047486409
0.6795416036386155,0.910026586167036,12868.313647186107
0.6833539774824662,0.9109245350977684,12868.224788963003
0.6568965150689433,0.906240754419154,12632.993817161305
0.5567312027731297,0.8749108758271857,12244.051403639683
0.6860345238168284,0.9110132000331758,12868.231408461132
0.6430537178931593,0.9006238699644534,12508.289806673783
0.6624761925940599,0.9086971703353448,12630.919880818212
0.6430537178931593,0.9006232538665532,12508.289805142736
0.5567312027731297,0.8749096060276161,12244.051143166476
0.6430537178931593,0.9006233854329594,12508.289804588088
0.6615995173982265,0.9066367880424212,12672.174506893984
0.66007569144198,0.9060669929357004,12672.077464235288
0.5567312027731297,0.8749095523699479,12244.051140602509
0.6408261854921184,0.8997915378503243,12220.262047856251
0.5567312027731297,0.8749096105237364,12244.05114480802
0.6767800668652679,0.910165529744892,12868.14255208244
0.6172961842029273,0.8934428320470108,12226.659419424075
0.6408261854921184,0.8997914892336045,12220.262048084594
0.5809632362645266,0.8868372518715556,12750.239899202665
0.6453621264940874,0.903029605711062,12673.66003109428
0.5567312027731297,0.8749095368168266,12244.051138945417
0.6408261854921184,0.8997869732495304,12220.2620467377
0.6386823458174576,0.8950501521755142,12277.70669113808
0.6547235499626938,0.9019553027876458,12468.388426384588
0.672034121861742,0.9087156905869072,12626.830275745742
0.6408261854921184,0.8997883939660053,12220.262042749458
0.6430537178931593,0.9006364290493486,12508.289807820722
0.6408261854921184,0.8997932358034548,12220.262059212851
0.6386823458174576,0.8950468511106177,12277.706692695578
0.58526251595661,0.8891537638724439,12640.075137519128
0.6767800668652679,0.9101475384761784,12868.143673426035
0.66007569144198,0.906070848611244,12672.077810770126
0.6767800668652679,0.9101653128488756,12868.142555813836
0.6408261854921184,0.8997911336439757,12220.262044877098
0.5750314174276075,0.8834786932720546,12705.907001559992
0.6408261854921184,0.8997914192516241,12220.262045516229
0.6634567208489379,0.9061891043189098,12672.091606513117
0.6386823458174576,0.8950470505306194,12277.706688603204
0.6816690908497602,0.909943235101752,12868.93575979877
0.640044540788188,0.8996213623948958,12549.219922678025
0.5613551426368731,0.8758804757535454,12535.589521607786
0.6475168465996551,0.9013289322070602,12443.520403581411
0.5567312027731297,0.8749086283389542,12244.051142688017
0.5991166948061116,0.8923119227731626,12839.443810051653
0.5567312027731297,0.8749088452881019,12244.051144234769
0.6386823458174576,0.8950447181064468,12277.706769905924
0.5866331471718128,0.8891474096072284,12641.901608871452
0.672034121861742,0.9087158886881742,12626.83027495103
0.6475168465996551,0.9013294385702676,12443.52040537716
0.6386823458174576,0.8950500534047692,12277.70668927207
0.6453621264940874,0.9030304060403016,12673.660025998062
0.6430537178931593,0.9006241930485023,12508.289805001286
0.6430537178931593,0.900623050499991,12508.289806858364
0.672034121861742,0.908715495998923,12626.83027636616
